%time,field.header.seq,field.header.stamp,field.header.frame_id,field.size,field.states0,field.states1,field.states2,field.states3,field.states4,field.states5,field.states6,field.states7,field.states8,field.states9,field.states10,field.states11,field.states12,field.states13,field.states14,field.states15,field.states16,field.states17,field.states18,field.states19,field.states20,field.states21,field.states22,field.states23,field.states24,field.states25,field.states26,field.states27,field.states28,field.states29,field.states30,field.states31,field.states32,field.states33,field.states34,field.states35,field.states36,field.states37,field.states38,field.states39,field.states40,field.states41,field.states42,field.states43,field.states44,field.states45,field.states46,field.states47,field.states48,field.states49,field.states50,field.states51,field.states52,field.states53,field.states54,field.states55,field.states56,field.states57,field.states58,field.states59,field.states60,field.states61,field.states62,field.states63,field.states64,field.states65,field.states66,field.states67,field.states68,field.states69,field.states70,field.states71,field.states72,field.states73,field.states74,field.states75,field.states76,field.states77,field.states78,field.states79,field.states80,field.states81,field.states82,field.states83,field.states84,field.states85,field.states86,field.states87,field.states88,field.states89,field.states90,field.states91,field.states92,field.states93,field.states94,field.states95
1624449308136437953,5543,1624449312147483648,iri_wam_link_base,4,-0.150607660413,-0.0696641355753,0.0155272018164,0.097543284297,-0.151103675365,-0.0596912056208,0.0356234274805,nan,-0.149369716644,-0.0539180487394,0.0447503477335,0.147872358561,-0.151136741042,-0.0512877181172,0.0492851324379,0.14748480916,-0.405879676342,-0.390057563782,-0.388835698366,-0.387737333775,-0.392577767372,-0.400956243277,-0.399123936892,nan,-0.398886054754,-0.40159741044,-0.402797907591,-0.393052101135,-0.406361162663,-0.408832341433,-0.407892882824,-0.401984483004,-0.0764779299498,-0.0873823463917,-0.0830989405513,-0.0593726113439,0.0134987551719,0.0106927771121,0.0111851282418,nan,0.103506065905,0.105550982058,0.104430623353,0.100172609091,0.193522930145,0.203554227948,0.200851678848,0.18498621881,-0.0436914972961,-0.101099848747,-0.12062201649,-0.139039054513,0.0095397233963,-0.0162799432874,-0.0209098272026,nan,-0.000841089931782,0.0474169589579,0.0708010196686,-0.0152211077511,0.000456170499092,0.136412516236,0.270551115274,0.383944928646,-0.0684580653906,-0.00145778001752,-0.00174469524063,-0.00198274478316,-0.00735933240503,0.00268460856751,0.010583373718,nan,-0.00321803591214,0.00441838381812,-0.0139952348545,0.0136635489762,-2.70262589765e-05,0.00299008702859,0.00934917479753,0.0427014902234,0.0589934103191,-0.00312371691689,-0.00254620122723,-0.00987004488707,0.0506334006786,-0.0114846592769,-0.0737179294229,nan,0.0294140577316,-0.0197484157979,-0.0994553416967,-0.286179572344,0.00851108785719,0.00241584726609,-0.0178011599928,-0.118890292943
1624449308186346825,5544,1624449312147483648,iri_wam_link_base,4,-0.150607660413,-0.0696641355753,0.0155272018164,0.097543284297,-0.151103675365,-0.0596912056208,0.0356234274805,nan,-0.149369716644,-0.0539180487394,0.0447503477335,0.147872358561,-0.151136741042,-0.0512877181172,0.0492851324379,0.14748480916,-0.405879676342,-0.390057563782,-0.388835698366,-0.387737333775,-0.392577767372,-0.400956243277,-0.399123936892,nan,-0.398886054754,-0.40159741044,-0.402797907591,-0.393052101135,-0.406361162663,-0.408832341433,-0.407892882824,-0.401984483004,-0.0764779299498,-0.0873823463917,-0.0830989405513,-0.0593726113439,0.0134987551719,0.0106927771121,0.0111851282418,nan,0.103506065905,0.105550982058,0.104430623353,0.100172609091,0.193522930145,0.203554227948,0.200851678848,0.18498621881,-0.0436914972961,-0.101099848747,-0.12062201649,-0.139039054513,0.0095397233963,-0.0162799432874,-0.0209098272026,nan,-0.000841089931782,0.0474169589579,0.0708010196686,-0.0152211077511,0.000456170499092,0.136412516236,0.270551115274,0.383944928646,-0.0684580653906,-0.00145778001752,-0.00174469524063,-0.00198274478316,-0.00735933240503,0.00268460856751,0.010583373718,nan,-0.00321803591214,0.00441838381812,-0.0139952348545,0.0136635489762,-2.70262589765e-05,0.00299008702859,0.00934917479753,0.0427014902234,0.0589934103191,-0.00312371691689,-0.00254620122723,-0.00987004488707,0.0506334006786,-0.0114846592769,-0.0737179294229,nan,0.0294140577316,-0.0197484157979,-0.0994553416967,-0.286179572344,0.00851108785719,0.00241584726609,-0.0178011599928,-0.118890292943
1624449308236380357,5545,1624449312147483648,iri_wam_link_base,4,-0.150607660413,-0.0696641355753,0.0155272018164,0.097543284297,-0.151103675365,-0.0596912056208,0.0356234274805,nan,-0.149369716644,-0.0539180487394,0.0447503477335,0.147872358561,-0.151136741042,-0.0512877181172,0.0492851324379,0.14748480916,-0.405879676342,-0.390057563782,-0.388835698366,-0.387737333775,-0.392577767372,-0.400956243277,-0.399123936892,nan,-0.398886054754,-0.40159741044,-0.402797907591,-0.393052101135,-0.406361162663,-0.408832341433,-0.407892882824,-0.401984483004,-0.0764779299498,-0.0873823463917,-0.0830989405513,-0.0593726113439,0.0134987551719,0.0106927771121,0.0111851282418,nan,0.103506065905,0.105550982058,0.104430623353,0.100172609091,0.193522930145,0.203554227948,0.200851678848,0.18498621881,-0.0436914972961,-0.101099848747,-0.12062201649,-0.139039054513,0.0095397233963,-0.0162799432874,-0.0209098272026,nan,-0.000841089931782,0.0474169589579,0.0708010196686,-0.0152211077511,0.000456170499092,0.136412516236,0.270551115274,0.383944928646,-0.0684580653906,-0.00145778001752,-0.00174469524063,-0.00198274478316,-0.00735933240503,0.00268460856751,0.010583373718,nan,-0.00321803591214,0.00441838381812,-0.0139952348545,0.0136635489762,-2.70262589765e-05,0.00299008702859,0.00934917479753,0.0427014902234,0.0589934103191,-0.00312371691689,-0.00254620122723,-0.00987004488707,0.0506334006786,-0.0114846592769,-0.0737179294229,nan,0.0294140577316,-0.0197484157979,-0.0994553416967,-0.286179572344,0.00851108785719,0.00241584726609,-0.0178011599928,-0.118890292943
1624449308286454358,5546,1624449312147483648,iri_wam_link_base,4,-0.145049229264,-0.0577559582889,0.0295398831367,0.110837310553,-0.151366069913,-0.0570174306631,0.0386508964002,0.142650872469,-0.149219572544,-0.0578063353896,0.0389894098043,0.149071455002,-0.151918306947,-0.0640279352665,0.0261084418744,0.11615498364,-0.40016540885,-0.390726208687,-0.388610452414,-0.387548685074,-0.396249294281,-0.40181517601,-0.402913212776,-0.389937847853,-0.397520273924,-0.40308713913,-0.400975465775,-0.39394980669,-0.40335214138,-0.408586472273,-0.408544629812,-0.405489325523,-0.0847379267216,-0.0873931273818,-0.0884938389063,-0.0581941828132,0.00544832646847,0.00972253642976,0.0153672490269,0.0285051520914,0.0969657450914,0.105524517596,0.111855700612,0.124248325825,0.188467115164,0.203567788005,0.202264457941,0.19727806747,0.0297544598579,0.0637448579073,0.0750103294849,0.0711633488536,-0.00140460638795,0.0143128028139,0.016206137836,nan,0.000803726201411,-0.0208141226321,-0.0308384858072,0.00641880184412,-0.00418374733999,-0.0681987926364,-0.124065563083,-0.167709559202,0.0305886566639,-0.00357927754521,0.001205748762,0.0010098424973,-0.0196538008749,-0.00459789438173,-0.0202841144055,nan,0.00731106847525,-0.00797456502914,0.00975558906794,-0.0048054466024,0.0161073878407,0.00131614552811,-0.00348882260732,-0.0187615342438,-0.0442160256207,-5.77109858568e-05,-0.0288790632039,0.00630816584453,-0.0430942028761,-0.00519372941926,0.0223870258778,nan,-0.0350105464458,-0.000141665106639,0.0397466756403,0.128878086805,-0.0270639397204,7.25874197087e-05,0.0075626517646,0.0657986626029
1624449308336366146,5547,1624449312147483648,iri_wam_link_base,4,-0.145049229264,-0.0577559582889,0.0295398831367,0.110837310553,-0.151366069913,-0.0570174306631,0.0386508964002,0.142650872469,-0.149219572544,-0.0578063353896,0.0389894098043,0.149071455002,-0.151918306947,-0.0640279352665,0.0261084418744,0.11615498364,-0.40016540885,-0.390726208687,-0.388610452414,-0.387548685074,-0.396249294281,-0.40181517601,-0.402913212776,-0.389937847853,-0.397520273924,-0.40308713913,-0.400975465775,-0.39394980669,-0.40335214138,-0.408586472273,-0.408544629812,-0.405489325523,-0.0847379267216,-0.0873931273818,-0.0884938389063,-0.0581941828132,0.00544832646847,0.00972253642976,0.0153672490269,0.0285051520914,0.0969657450914,0.105524517596,0.111855700612,0.124248325825,0.188467115164,0.203567788005,0.202264457941,0.19727806747,0.0297544598579,0.0637448579073,0.0750103294849,0.0711633488536,-0.00140460638795,0.0143128028139,0.016206137836,nan,0.000803726201411,-0.0208141226321,-0.0308384858072,0.00641880184412,-0.00418374733999,-0.0681987926364,-0.124065563083,-0.167709559202,0.0305886566639,-0.00357927754521,0.001205748762,0.0010098424973,-0.0196538008749,-0.00459789438173,-0.0202841144055,nan,0.00731106847525,-0.00797456502914,0.00975558906794,-0.0048054466024,0.0161073878407,0.00131614552811,-0.00348882260732,-0.0187615342438,-0.0442160256207,-5.77109858568e-05,-0.0288790632039,0.00630816584453,-0.0430942028761,-0.00519372941926,0.0223870258778,nan,-0.0350105464458,-0.000141665106639,0.0397466756403,0.128878086805,-0.0270639397204,7.25874197087e-05,0.0075626517646,0.0657986626029
1624449308386397944,5548,1624449312147483648,iri_wam_link_base,4,-0.145049229264,-0.0577559582889,0.0295398831367,0.110837310553,-0.151366069913,-0.0570174306631,0.0386508964002,0.142650872469,-0.149219572544,-0.0578063353896,0.0389894098043,0.149071455002,-0.151918306947,-0.0640279352665,0.0261084418744,0.11615498364,-0.40016540885,-0.390726208687,-0.388610452414,-0.387548685074,-0.396249294281,-0.40181517601,-0.402913212776,-0.389937847853,-0.397520273924,-0.40308713913,-0.400975465775,-0.39394980669,-0.40335214138,-0.408586472273,-0.408544629812,-0.405489325523,-0.0847379267216,-0.0873931273818,-0.0884938389063,-0.0581941828132,0.00544832646847,0.00972253642976,0.0153672490269,0.0285051520914,0.0969657450914,0.105524517596,0.111855700612,0.124248325825,0.188467115164,0.203567788005,0.202264457941,0.19727806747,0.0297544598579,0.0637448579073,0.0750103294849,0.0711633488536,-0.00140460638795,0.0143128028139,0.016206137836,nan,0.000803726201411,-0.0208141226321,-0.0308384858072,0.00641880184412,-0.00418374733999,-0.0681987926364,-0.124065563083,-0.167709559202,0.0305886566639,-0.00357927754521,0.001205748762,0.0010098424973,-0.0196538008749,-0.00459789438173,-0.0202841144055,nan,0.00731106847525,-0.00797456502914,0.00975558906794,-0.0048054466024,0.0161073878407,0.00131614552811,-0.00348882260732,-0.0187615342438,-0.0442160256207,-5.77109858568e-05,-0.0288790632039,0.00630816584453,-0.0430942028761,-0.00519372941926,0.0223870258778,nan,-0.0350105464458,-0.000141665106639,0.0397466756403,0.128878086805,-0.0270639397204,7.25874197087e-05,0.0075626517646,0.0657986626029
1624449308436440730,5549,1624449312147483648,iri_wam_link_base,4,-0.146831855178,-0.0604423359036,0.0263652093709,0.108640298247,-0.151598036289,-0.0580999143422,0.0376953855157,0.143594682217,-0.149099946022,-0.058346696198,0.038575116545,0.149239391088,-0.151342093945,-0.0647350698709,0.0257663242519,0.116154976189,-0.405200630426,-0.392923176289,-0.39168253541,-0.390582293272,-0.396720737219,-0.403920322657,-0.402945071459,-0.391037464142,-0.399509638548,-0.403011649847,-0.401318430901,-0.394201755524,-0.407533943653,-0.409153074026,-0.408824265003,-0.405489325523,-0.0825217738748,-0.0875207260251,-0.0820626318455,-0.0578600913286,0.00618712231517,0.0104797929525,0.0177058018744,0.0297714211047,0.0960323214531,0.105626836419,0.112729378045,0.125228926539,0.185881108046,0.203258469701,0.20234118402,0.19727806747,-0.0154554015025,-0.0232909470797,-0.0275244843215,-0.0190481394529,-0.00201115291566,-0.00938515458256,-0.00828429777175,0.0081828488037,0.00103716424201,-0.00468493858352,-0.00359193072654,0.00145600910764,0.00499577773735,-0.00613087089732,-0.00296616647393,-6.45966764523e-08,-0.0436554700136,-0.0190477520227,-0.0266350191087,-0.0263014417142,-0.00408741924912,-0.0182516630739,-0.000276215403574,-0.00953369494528,-0.0172478295863,0.000654493574984,-0.00297351437621,-0.00218440126628,-0.0362563058734,-0.00491244811565,-0.00242444244213,0.0,0.0192140880972,-0.00110628269613,0.0557586923242,0.00289657968096,0.0064053745009,0.00656542880461,0.020275298506,0.0109785767272,-0.0080928010866,0.00088710617274,0.00757480040193,0.00850182771683,-0.0224207323045,-0.0026817957405,0.000665216590278,0.0
1624449308486413476,5550,1624449312147483648,iri_wam_link_base,4,-0.144647836685,-0.0552530139685,0.0340994857252,0.111162513494,-0.151865974069,-0.0560878142715,0.0403884649277,0.143655180931,-0.15038049221,-0.057934038341,0.0394872762263,0.149870693684,-0.151438400149,-0.0647886767983,0.0256785880774,0.116041973233,-0.39915394783,-0.393982231617,-0.391545176506,-0.391296923161,-0.396314799786,-0.405230253935,-0.404426336288,-0.391106694937,-0.399826526642,-0.404653012753,-0.402337402105,-0.395387172699,-0.406935662031,-0.408911377192,-0.408638209105,-0.406490385532,-0.0861245393753,-0.0878362059593,-0.0883350744843,-0.0575894601643,0.00324448384345,0.00899599678814,0.0158731397241,0.0306838341057,0.0946055054665,0.104788258672,0.112257115543,0.125969305634,0.185989454389,0.203303575516,0.202382802963,0.197094932199,0.024640597403,0.058547116816,0.0872598737478,0.0284562092274,-0.00302293547429,0.0227009728551,0.0303839389235,0.000682560319547,-0.0144474152476,0.00465570064262,0.0102911945432,0.00712250033394,-0.00108654866926,-0.000604805652983,-0.000989859574474,-0.00127492519096,0.0682200565934,-0.0119485044852,0.00154971459415,-0.00806261785328,0.00457987887785,-0.0147789446637,-0.0167119689286,-0.000781077658758,-0.00357520394027,-0.0185182318091,-0.0114962663502,-0.0133741479367,0.00674995034933,0.00272687897086,0.00209912518039,-0.0112941879779,-0.0406472235918,-0.0035593167413,-0.070767134428,0.00305332266726,-0.0331995226443,-0.0167405288666,-0.0206765141338,0.0102940527722,-0.0160976648331,-0.00946102570742,-0.00532817374915,0.00835312623531,0.00122238823678,0.000508894154336,0.0004695544485,-0.00206617405638
1624449308536351590,5551,1624449312147483648,iri_wam_link_base,4,-0.144647836685,-0.0552530139685,0.0340994857252,0.111162513494,-0.151865974069,-0.0560878142715,0.0403884649277,0.143655180931,-0.15038049221,-0.057934038341,0.0394872762263,0.149870693684,-0.151438400149,-0.0647886767983,0.0256785880774,0.116041973233,-0.39915394783,-0.393982231617,-0.391545176506,-0.391296923161,-0.396314799786,-0.405230253935,-0.404426336288,-0.391106694937,-0.399826526642,-0.404653012753,-0.402337402105,-0.395387172699,-0.406935662031,-0.408911377192,-0.408638209105,-0.406490385532,-0.0861245393753,-0.0878362059593,-0.0883350744843,-0.0575894601643,0.00324448384345,0.00899599678814,0.0158731397241,0.0306838341057,0.0946055054665,0.104788258672,0.112257115543,0.125969305634,0.185989454389,0.203303575516,0.202382802963,0.197094932199,0.024640597403,0.058547116816,0.0872598737478,0.0284562092274,-0.00302293547429,0.0227009728551,0.0303839389235,0.000682560319547,-0.0144474152476,0.00465570064262,0.0102911945432,0.00712250033394,-0.00108654866926,-0.000604805652983,-0.000989859574474,-0.00127492519096,0.0682200565934,-0.0119485044852,0.00154971459415,-0.00806261785328,0.00457987887785,-0.0147789446637,-0.0167119689286,-0.000781077658758,-0.00357520394027,-0.0185182318091,-0.0114962663502,-0.0133741479367,0.00674995034933,0.00272687897086,0.00209912518039,-0.0112941879779,-0.0406472235918,-0.0035593167413,-0.070767134428,0.00305332266726,-0.0331995226443,-0.0167405288666,-0.0206765141338,0.0102940527722,-0.0160976648331,-0.00946102570742,-0.00532817374915,0.00835312623531,0.00122238823678,0.000508894154336,0.0004695544485,-0.00206617405638
1624449308586319865,5552,1624449312147483648,iri_wam_link_base,4,-0.144647836685,-0.0552530139685,0.0340994857252,0.111162513494,-0.151865974069,-0.0560878142715,0.0403884649277,0.143655180931,-0.15038049221,-0.057934038341,0.0394872762263,0.149870693684,-0.151438400149,-0.0647886767983,0.0256785880774,0.116041973233,-0.39915394783,-0.393982231617,-0.391545176506,-0.391296923161,-0.396314799786,-0.405230253935,-0.404426336288,-0.391106694937,-0.399826526642,-0.404653012753,-0.402337402105,-0.395387172699,-0.406935662031,-0.408911377192,-0.408638209105,-0.406490385532,-0.0861245393753,-0.0878362059593,-0.0883350744843,-0.0575894601643,0.00324448384345,0.00899599678814,0.0158731397241,0.0306838341057,0.0946055054665,0.104788258672,0.112257115543,0.125969305634,0.185989454389,0.203303575516,0.202382802963,0.197094932199,0.024640597403,0.058547116816,0.0872598737478,0.0284562092274,-0.00302293547429,0.0227009728551,0.0303839389235,0.000682560319547,-0.0144474152476,0.00465570064262,0.0102911945432,0.00712250033394,-0.00108654866926,-0.000604805652983,-0.000989859574474,-0.00127492519096,0.0682200565934,-0.0119485044852,0.00154971459415,-0.00806261785328,0.00457987887785,-0.0147789446637,-0.0167119689286,-0.000781077658758,-0.00357520394027,-0.0185182318091,-0.0114962663502,-0.0133741479367,0.00674995034933,0.00272687897086,0.00209912518039,-0.0112941879779,-0.0406472235918,-0.0035593167413,-0.070767134428,0.00305332266726,-0.0331995226443,-0.0167405288666,-0.0206765141338,0.0102940527722,-0.0160976648331,-0.00946102570742,-0.00532817374915,0.00835312623531,0.00122238823678,0.000508894154336,0.0004695544485,-0.00206617405638
