%time,field.header.seq,field.header.stamp,field.header.frame_id,field.size,field.x0,field.x1,field.x2,field.x3,field.x4,field.x5,field.x6,field.x7,field.x8,field.x9,field.x10,field.x11,field.x12,field.x13,field.x14,field.x15,field.x16,field.x17,field.x18,field.x19,field.x20,field.x21,field.x22,field.x23,field.x24,field.x25,field.x26,field.x27,field.x28,field.x29,field.x30,field.x31,field.x32,field.x33,field.x34,field.x35,field.x36,field.x37,field.x38,field.x39,field.x40,field.x41,field.x42,field.x43,field.x44,field.x45,field.x46,field.x47,field.x48,field.y0,field.y1,field.y2,field.y3,field.y4,field.y5,field.y6,field.y7,field.y8,field.y9,field.y10,field.y11,field.y12,field.y13,field.y14,field.y15,field.y16,field.y17,field.y18,field.y19,field.y20,field.y21,field.y22,field.y23,field.y24,field.y25,field.y26,field.y27,field.y28,field.y29,field.y30,field.y31,field.y32,field.y33,field.y34,field.y35,field.y36,field.y37,field.y38,field.y39,field.y40,field.y41,field.y42,field.y43,field.y44,field.y45,field.y46,field.y47,field.y48,field.z0,field.z1,field.z2,field.z3,field.z4,field.z5,field.z6,field.z7,field.z8,field.z9,field.z10,field.z11,field.z12,field.z13,field.z14,field.z15,field.z16,field.z17,field.z18,field.z19,field.z20,field.z21,field.z22,field.z23,field.z24,field.z25,field.z26,field.z27,field.z28,field.z29,field.z30,field.z31,field.z32,field.z33,field.z34,field.z35,field.z36,field.z37,field.z38,field.z39,field.z40,field.z41,field.z42,field.z43,field.z44,field.z45,field.z46,field.z47,field.z48
1624448499873350060,1515,1624448499872693061,camera_rgb_optical_frame,7,-0.150266677141,-0.151410445571,-0.149107694626,-0.146551594138,-0.144287630916,-0.141602218151,-0.131197154522,-0.102135628462,-0.10097642988,-0.0991609692574,-0.0969664305449,-0.0944153293967,-0.0909060686827,-0.0850080475211,-0.0525980778039,-0.051198694855,-0.0495933108032,-0.0477378368378,-0.0455011725426,-0.0425986871123,-0.0388173013926,-0.00306431180798,-0.00162695359904,-0.000275749189314,0.00110957038123,0.00274715875275,0.00482979649678,0.00737378001213,0.0464696548879,0.0480309426785,0.0490076988935,0.049704708159,0.050550442189,0.0517969354987,0.0535648614168,0.0960064679384,0.0982733666897,0.0985708981752,0.0981511250138,0.0979529619217,0.0982426330447,0.0997505411506,0.141990676522,0.150485143065,0.148851394653,0.146375924349,0.144867658615,0.143470093608,0.141824394464,-0.17080001533,-0.123326160014,-0.0755136013031,-0.0277127549052,0.0200937129557,0.067723967135,0.114448577166,-0.181460559368,-0.128470286727,-0.0785608738661,-0.0297660604119,0.0185445267707,0.0665139406919,0.114015713334,-0.181751966476,-0.130533531308,-0.0804935544729,-0.0313351377845,0.0173365157098,0.0657715499401,0.114065870643,-0.182343766093,-0.131418332458,-0.0815446674824,-0.0324174575508,0.0163651201874,0.0651698932052,0.114211387932,-0.181680366397,-0.131251335144,-0.0818493440747,-0.0331551395357,0.0153715312481,0.0643314942718,0.114356912673,-0.18144287169,-0.130057319999,-0.0814462304115,-0.03372528404,0.0139446500689,0.0624276474118,0.11377581954,-0.166555255651,-0.12608884275,-0.0801529586315,-0.0342444218695,0.0117047047243,0.0576586201787,0.103604197502,0.980000019073,0.981541752815,0.981506288052,0.979147791862,0.977000057697,nan,0.977000057697,0.977000057697,0.981571137905,0.986346423626,0.992813527584,0.996999919415,0.996999919415,0.994118988514,0.977000117302,0.981590270996,0.982586324215,0.98369115591,0.991237103939,0.997000038624,0.996609032154,0.977000057697,0.98242777586,0.98283970356,0.983750402927,0.990999817848,0.996496617794,0.996146500111,0.977000057697,0.980436861515,0.982215702534,0.98418456316,0.991941988468,0.99699640274,0.995683908463,0.977000057697,0.983097076416,0.98519217968,0.991000115871,0.993769049644,0.993616938591,0.988212108612,0.977000057697,0.981424868107,0.978984713554,0.977208912373,0.980948805809,0.985224068165,0.983600020409
1624448499973198603,1516,1624448499972790956,camera_rgb_optical_frame,7,-0.152506306767,-0.151214629412,-0.148781999946,-0.146143496037,-0.14400576055,-0.140646412969,-0.131197154522,-0.113224387169,-0.107177630067,-0.102738574147,-0.0989552512765,-0.0954087525606,-0.0911330357194,-0.0850327983499,-0.0681306347251,-0.0615329146385,-0.0560394190252,-0.0515301898122,-0.0475409552455,-0.0434441901743,-0.0388393700123,-0.0229515936226,-0.014783966355,-0.00835600402206,-0.00358512578532,0.000219300884055,0.00373660726473,0.00735403364524,0.0222256723791,0.0337046459317,0.0409844964743,0.0453263893723,0.0482666790485,0.0508172847331,0.0535454899073,0.067404769361,0.0863923802972,0.0932629555464,0.0956395044923,0.0967037454247,0.097720362246,0.0997334867716,0.112587630749,0.15119715035,0.150035440922,0.147264942527,0.145188435912,0.143626928329,0.141709342599,-0.164355948567,-0.117980577052,-0.0716489553452,-0.025327321142,0.0210108887404,0.0671655759215,0.112587630749,-0.180770576,-0.126702949405,-0.0772441402078,-0.0292024984956,0.0184231419116,0.0659097209573,0.113343477249,-0.181567490101,-0.130816534162,-0.0814221352339,-0.0326616764069,0.0159744564444,0.0647066757083,0.113562874496,-0.182040676475,-0.133573576808,-0.0849661901593,-0.0359965227544,0.0134296854958,0.0633796453476,0.113788582385,-0.182005062699,-0.136470898986,-0.0888725221157,-0.0397879183292,0.0103611685336,0.0615936294198,0.114191912115,-0.18144287169,-0.141432449222,-0.0942650809884,-0.0446437932551,0.00620927382261,0.058441799134,0.113855309784,-0.18144287169,-0.153550922871,-0.102111563087,-0.0507314428687,0.000677920004819,0.0521089844406,0.10352037847,0.982399880886,0.981959342957,0.981205761433,0.978771269321,0.979948043823,0.977000057697,0.977000057697,0.977189540863,0.981710910797,0.987286269665,0.99298030138,0.996999979019,0.996999979019,0.994849085808,0.977000117302,0.982853770256,0.982248604298,0.984239399433,0.991519331932,0.997000038624,0.997000038624,0.977000057697,0.980033874512,0.982785999775,0.983014643192,0.990999877453,0.997000038624,0.997000038624,0.977000057697,0.97999972105,0.982150316238,0.983661651611,0.990388393402,0.996880829334,0.996208488941,0.977000057697,0.982412040234,0.983372628689,0.987950325012,0.99374294281,0.993563652039,0.987623929977,0.977000057697,0.982574880123,0.979834139347,0.977846682072,0.979805231094,0.984692156315,0.982800126076
1624448500082159218,1517,1624448500081772089,camera_rgb_optical_frame,7,-0.150726675987,-0.151079177856,-0.149105489254,-0.147392243147,-0.14553964138,-0.140029892325,-0.12548699975,-0.100806206465,-0.0997768267989,-0.0982946306467,-0.0963977873325,-0.0935744270682,-0.0884844362736,-0.0802454873919,-0.0496261529624,-0.0489272810519,-0.0478984154761,-0.0463298298419,-0.0438758507371,-0.0400879345834,-0.0349990278482,0.00155376153998,0.00159227463882,0.00195807218552,0.00285273068585,0.0044887852855,0.00700757000595,0.0102485241368,0.0527313128114,0.0517845451832,0.0512856990099,0.0512938946486,0.0519706942141,0.0533809065819,0.0554739534855,0.103912204504,0.101528890431,0.100106291473,0.0990664586425,0.0987191870809,0.0990714132786,0.100708134472,0.151101142168,0.150312513113,0.148544102907,0.146146461368,0.144768178463,0.143477424979,0.141709342599,-0.171322867274,-0.123651213944,-0.0758789852262,-0.02809368819,0.0196857545525,0.0670360699296,0.112380795181,-0.18147829175,-0.128493502736,-0.0785946175456,-0.0298799369484,0.018244292587,0.0658672302961,0.1129142344,-0.18177074194,-0.130249902606,-0.0801260322332,-0.0310757402331,0.017304122448,0.065274335444,0.112993337214,-0.181823715568,-0.130609348416,-0.0805838629603,-0.0316011160612,0.0167736038566,0.0649326518178,0.112993337214,-0.18144287169,-0.129779905081,-0.0799989402294,-0.0315184704959,0.0164587590843,0.0646893307567,0.113849163055,-0.18144287169,-0.127068445086,-0.078113541007,-0.0309325810522,0.0158905740827,0.0635167434812,0.114456936717,-0.163458868861,-0.118937447667,-0.074454203248,-0.0299888867885,0.0145193794742,0.059030123055,0.10352037847,0.983000040054,0.981074571609,0.979167044163,0.977937996387,0.977000057697,0.977000117302,0.983333289623,0.977000057697,0.982576012611,0.986295878887,0.99255245924,0.996999979019,0.996999919415,0.996304750443,0.977000117302,0.981575489044,0.982975363731,0.983819961548,0.989669501781,0.997000038624,0.997000038624,0.977000057697,0.982326388359,0.983085989952,0.983787596226,0.98885601759,0.997000038624,0.997000038624,0.977000057697,0.980631113052,0.982448577881,0.984151005745,0.991607129574,0.99698549509,0.995847821236,0.977000057697,0.983213186264,0.985224723816,0.991000115871,0.99332255125,0.993498563766,0.987613081932,0.98299998045,0.980298995972,0.978764295578,0.977044343948,0.981120467186,0.984999895096,0.982800126076
1624448500169016076,1518,1624448500168450117,camera_rgb_optical_frame,7,-0.152433395386,-0.150403082371,-0.148613452911,-0.146823838353,-0.144968926907,-0.139812737703,-0.124890342355,-0.120666459203,-0.109958775342,-0.103896424174,-0.0994074344635,-0.0950078964233,-0.0889063104987,-0.0796935856342,-0.0742975026369,-0.064869120717,-0.0576060526073,-0.0519015714526,-0.0467489175498,-0.0411110296845,-0.0345102548599,-0.0275755114853,-0.0176141709089,-0.00975708290935,-0.00384388072416,0.00102482887451,0.00572136929259,0.0106844920665,0.019144224003,0.0317450352013,0.0400357730687,0.0452583022416,0.0489707440138,0.052287183702,0.0558786429465,0.065864123404,0.0854143127799,0.0928968340158,0.0958705693483,0.0973126590252,0.0985779836774,0.101058647037,0.112587630749,0.151151269674,0.150266677141,0.148014485836,0.145831331611,0.143653452396,0.142084226012,-0.155103370547,-0.109758928418,-0.0644041970372,-0.0190494675189,0.0263019818813,0.0712733864784,0.113356500864,-0.178767412901,-0.122492775321,-0.0725985690951,-0.0248501338065,0.0220519527793,0.0682934075594,0.113372430205,-0.181690648198,-0.128846183419,-0.0786471664906,-0.0298044532537,0.0184625573456,0.0664758533239,0.114378705621,-0.182077288628,-0.132554143667,-0.0833394527435,-0.0341830775142,0.0151268728077,0.0647687539458,0.114805072546,-0.182062968612,-0.135953649879,-0.0879734158516,-0.0387152731419,0.0114592537284,0.0626672208309,0.115262530744,-0.181469067931,-0.141224071383,-0.0938852950931,-0.0441638566554,0.00675819301978,0.059178352356,0.11535666883,-0.18144287169,-0.153588294983,-0.102179825306,-0.050813049078,0.000559021311346,0.0519313253462,0.103320136666,0.981071352959,0.982651591301,0.98072463274,0.978797733784,0.977000057697,0.977000057697,0.983684241772,0.977754175663,0.983606040478,0.987872838974,0.993175625801,0.99698895216,0.996999979019,0.996429681778,0.977000057697,0.9839656353,0.982151508331,0.984178423882,0.991367518902,0.997000038624,0.997000038624,0.977000117302,0.979159295559,0.98207628727,0.98276746273,0.990689694881,0.997000038624,0.997000038624,0.977000057697,0.980522692204,0.981961846352,0.983478248119,0.989812672138,0.996835887432,0.993056535721,0.977000057697,0.982843577862,0.983721613884,0.98799341917,0.99361538887,0.992990970612,0.987296164036,0.977000057697,0.982571303844,0.980000019073,0.977088928223,0.98074889183,0.984610319138,0.98242866993
1624448500259588820,1519,1624448500259280920,camera_rgb_optical_frame,7,-0.152047812939,-0.150513961911,-0.148340582848,-0.146107032895,-0.143910050392,-0.139771267772,-0.131197154522,-0.120068512857,-0.109788127244,-0.103845953941,-0.0994949936867,-0.0955868884921,-0.0909793972969,-0.0850075185299,-0.0737987831235,-0.064724072814,-0.0577601157129,-0.0524401180446,-0.0479630939662,-0.0435519143939,-0.0388164035976,-0.0271970666945,-0.0175492838025,-0.0100303087384,-0.0045422622934,-0.000273454876151,0.00355123635381,0.0073760706,0.0193812474608,0.0317543186247,0.0397304259241,0.0445748306811,0.0478602983057,0.0506542436779,0.0535706989467,0.0659844428301,0.0854548886418,0.0926228538156,0.0952508673072,0.0964855775237,0.0976347401738,0.0997670218349,0.112587630749,0.151457950473,0.150055244565,0.147320196033,0.145196393132,0.143632128835,0.141771271825,-0.155784264207,-0.110561713576,-0.0653652101755,-0.0201710965484,0.0250247623771,0.0700190737844,0.114448577166,-0.178928360343,-0.122972644866,-0.0732791498303,-0.0256630778313,0.0211965255439,0.0676101371646,0.113385975361,-0.181699216366,-0.129121363163,-0.0791156664491,-0.0303985904902,0.01781427674,0.0658389776945,0.113642245531,-0.182067409158,-0.132697939873,-0.0836635455489,-0.0346299000084,0.0146201960742,0.0642892420292,0.114625066519,-0.18144287169,-0.135939434171,-0.0882106870413,-0.0390776544809,0.0110071636736,0.0620727390051,0.114286497235,-0.18144287169,-0.14140625298,-0.0941621214151,-0.0444771908224,0.00641337316483,0.0587080419064,0.114408709109,-0.18144287169,-0.154080569744,-0.102554351091,-0.0510823577642,0.000415477756178,0.0519373454154,0.103444613516,0.980545401573,0.98114156723,0.97961127758,0.978119671345,0.978570520878,0.977000057697,0.977000057697,0.977708816528,0.983197510242,0.989391505718,0.993134200573,0.996999979019,0.996999919415,0.991603791714,0.977000057697,0.983404934406,0.982159614563,0.984122216702,0.991478741169,0.997000038624,0.997000038624,0.977000117302,0.980101466179,0.98254609108,0.982528090477,0.990927577019,0.997000038624,0.997000038624,0.977000057697,0.980324804783,0.981966972351,0.983403205872,0.990034997463,0.996724486351,0.995077431202,0.977000057697,0.982923865318,0.983602643013,0.988000333309,0.993743658066,0.99336373806,0.987112522125,0.977000057697,0.982559740543,0.978621065617,0.977000057697,0.979780316353,0.984675884247,0.981499969959
1624448500348377865,1520,1624448500347939014,camera_rgb_optical_frame,7,-0.152621507645,-0.150727376342,-0.148749247193,-0.146779596806,-0.144736707211,-0.140509054065,-0.131197154522,-0.112924866378,-0.106933675706,-0.102717600763,-0.0991939902306,-0.0956797301769,-0.0911586284637,-0.0849940180779,-0.0678815916181,-0.0613648742437,-0.0559934973717,-0.0515990443528,-0.0476295724511,-0.043451718986,-0.0387830473483,-0.0227621607482,-0.0146507294849,-0.00829247012734,-0.00357911200263,0.000212199403904,0.00376437162049,0.00742964679375,0.0223471783102,0.0338165871799,0.0410534590483,0.045362867415,0.0482931099832,0.0508673600852,0.0536486692727,0.067464992404,0.0865164399147,0.0933268517256,0.0956840068102,0.0967300161719,0.0977632850409,0.0998654440045,0.112587630749,0.151457339525,0.150053501129,0.147316291928,0.145179674029,0.143590331078,0.141963973641,-0.164793357253,-0.118061557412,-0.0713324099779,-0.0246029049158,0.0221231821924,0.0686143562198,0.114448577166,-0.180851191282,-0.126679793,-0.0769912600517,-0.0287056341767,0.0190917812288,0.0665161311626,0.113202571869,-0.181743636727,-0.130815148354,-0.0812472105026,-0.0323201492429,0.0164334475994,0.0651558116078,0.113752141595,-0.182221367955,-0.133589923382,-0.0848622992635,-0.0357612036169,0.0138063505292,0.0639215260744,0.11464946717,-0.18180975318,-0.136460900307,-0.0888508483768,-0.0396687164903,0.0106316348538,0.0620744675398,0.114932969213,-0.18144287169,-0.141593083739,-0.0944114625454,-0.0446944572031,0.0063144415617,0.0588117390871,0.114804625511,-0.18144287169,-0.154057115316,-0.102507464588,-0.0510120876133,0.000508849101607,0.0520534217358,0.103586517274,0.983142793179,0.981094419956,0.979109585285,0.977953791618,0.977000057697,0.977000057697,0.977000057697,0.977166831493,0.981974542141,0.987394154072,0.993411898613,0.996999919415,0.996999919415,0.994124650955,0.977000117302,0.982977926731,0.981926500797,0.983736515045,0.991155564785,0.997000038624,0.997000038624,0.977000117302,0.980060100555,0.982634544373,0.982550263405,0.990999996662,0.997000038624,0.997000038624,0.977000057697,0.97999972105,0.981537461281,0.983197748661,0.989922225475,0.996838331223,0.99302983284,0.977000057697,0.982720136642,0.983638167381,0.989718556404,0.993694484234,0.993261039257,0.987266302109,0.977000057697,0.982558429241,0.978609800339,0.977000057697,0.979696691036,0.98443198204,0.982833385468
1624448500442979198,1521,1624448500442413091,camera_rgb_optical_frame,7,-0.152598112822,-0.150369793177,-0.148736923933,-0.147104069591,-0.14608477056,-0.140382811427,-0.131197154522,-0.12038924545,-0.110001079738,-0.104260243475,-0.10019826144,-0.0965369045734,-0.0914254337549,-0.0849823057652,-0.0740661025047,-0.0649850592017,-0.0581047050655,-0.052891831845,-0.0484391413629,-0.0437997058034,-0.0387666709721,-0.0274004973471,-0.0177683345973,-0.0102816848084,-0.00482521764934,-0.000528127653524,0.00343242660165,0.0074493647553,0.0192556921393,0.0315939038992,0.0395715162158,0.0444007739425,0.0477194227278,0.0506081730127,0.0536627657712,0.0659200325608,0.0853167399764,0.0925730764866,0.095137372613,0.0963968634605,0.0976180806756,0.099861510098,0.112587623298,0.151179939508,0.150266677141,0.147178784013,0.1451125741,0.143605783582,0.141771271825,-0.155389532447,-0.110222756863,-0.0650298818946,-0.0198370087892,0.0253669451922,0.0701689496636,0.114448577166,-0.178842023015,-0.122744649649,-0.0729732587934,-0.0252859573811,0.0216793976724,0.0683033168316,0.114780023694,-0.181631088257,-0.128940567374,-0.0788325369358,-0.0300129596144,0.018333286047,0.066584892571,0.1148923859,-0.182020321488,-0.132554009557,-0.0834033563733,-0.0342666320503,0.0150818135589,0.0648105740547,0.1148923859,-0.181715488434,-0.135851785541,-0.0879602357745,-0.0387320294976,0.0114500261843,0.0626832097769,0.115313999355,-0.18144287169,-0.141177400947,-0.0938537865877,-0.0441512688994,0.00676710531116,0.0591582506895,0.115148440003,-0.18144287169,-0.153561145067,-0.102126255631,-0.050786357373,0.000611410825513,0.0520342513919,0.103444613516,0.977000057697,0.98161393404,0.979855775833,0.978097558022,0.977000057697,0.977000117302,0.977000057697,0.977733194828,0.983106374741,0.98830729723,0.993420958519,0.996999919415,0.996999919415,0.991936504841,0.977000117302,0.983905434608,0.98188996315,0.983971178532,0.991878807545,0.997000038624,0.997000038624,0.977000117302,0.979999661446,0.982066512108,0.983481585979,0.988667845726,0.997000038624,0.997000038624,0.977000057697,0.98067343235,0.9819637537,0.983348429203,0.989913105965,0.996872961521,0.992508232594,0.977000057697,0.982891321182,0.983648657799,0.988000452518,0.993152320385,0.993387401104,0.987150549889,0.977000057697,0.982527196407,0.980000019073,0.977150917053,0.979969024658,0.984570682049,0.981499969959
1624448500570988755,1522,1624448500570708990,camera_rgb_optical_frame,7,-0.15228921175,-0.150811508298,-0.149022996426,-0.147258251905,-0.14608477056,-0.140242338181,-0.131197154522,-0.118889078498,-0.109540902078,-0.104128554463,-0.100159473717,-0.0965018644929,-0.0913835018873,-0.0850048065186,-0.072825960815,-0.0643344670534,-0.0577908530831,-0.0527492128313,-0.0483797080815,-0.043784994632,-0.0388010963798,-0.0264723766595,-0.0171801615506,-0.00995117519051,-0.0046668164432,-0.000482762348838,0.00342433014885,0.00740127172321,0.0198807325214,0.0320373810828,0.0398331284523,0.0445158854127,0.0476911440492,0.0505638048053,0.0536098703742,0.0662334412336,0.0856158211827,0.0927304252982,0.0952060818672,0.0961676537991,0.0975298732519,0.0998174548149,0.112587630749,0.151462033391,0.150266677141,0.147410348058,0.144243508577,0.143570587039,0.141819223762,-0.157271444798,-0.11207152158,-0.0668760463595,-0.0216795671731,0.0235284529626,0.0682786777616,0.112587630749,-0.179245829582,-0.12375421077,-0.0742371678352,-0.0266705397516,0.0202211588621,0.0667481347919,0.113002069294,-0.181636288762,-0.129462346435,-0.0796478614211,-0.0309865865856,0.0172785911709,0.0654906332493,0.113751783967,-0.181868061423,-0.132811024785,-0.083905339241,-0.0349065363407,0.0143891619518,0.06418402493,0.114648915827,-0.181719347835,-0.136008352041,-0.0882559418678,-0.0391233861446,0.0110005708411,0.0622073858976,0.114808686078,-0.18144287169,-0.141247108579,-0.0939866825938,-0.0443316325545,0.00652912026271,0.0588362589478,0.114547610283,-0.18144287169,-0.15355053544,-0.102112032473,-0.0507455915213,0.000611284223851,0.0520609281957,0.103479854763,0.981000065804,0.982227861881,0.980539917946,0.978413820267,0.977000057697,0.977000117302,0.977000057697,0.977619349957,0.982494354248,0.987905979156,0.99315237999,0.996999919415,0.996999919415,0.994907915592,0.977000117302,0.983868002892,0.981767654419,0.983773648739,0.991652488708,0.997000038624,0.997000038624,0.977000117302,0.980152606964,0.982359170914,0.983351051807,0.988623976707,0.997000038624,0.997000038624,0.977000057697,0.980538904667,0.981672942638,0.983584523201,0.989978730679,0.996799409389,0.993247449398,0.977000057697,0.982589662075,0.983569979668,0.987967193127,0.993891060352,0.993550777435,0.987332165241,0.977000057697,0.98299998045,0.980000019073,0.978582024574,0.977009832859,0.984516739845,0.981833398342
1624448500668534712,1523,1624448500668015956,camera_rgb_optical_frame,7,-0.150726675987,-0.151207685471,-0.149451449513,-0.147536352277,-0.145533204079,-0.141342520714,-0.131197154522,-0.100867524743,-0.100014105439,-0.0987399742007,-0.0970466285944,-0.0947016701102,-0.0909018740058,-0.0850300714374,-0.0497487895191,-0.0492412336171,-0.0484477058053,-0.0472085140646,-0.0453249923885,-0.0425332225859,-0.0388638675213,0.0013698420953,0.00124566780869,0.00139890017454,0.0019852630794,0.00314344582148,0.00495783938095,0.00730464467779,0.0524841621518,0.0514551624656,0.0508123748004,0.0506072230637,0.0509556718171,0.0519164912403,0.0534744895995,0.103603735566,0.101278446615,0.0997882187366,0.0986755788326,0.098155528307,0.0982779562473,0.0996369794011,0.150964766741,0.15026666224,0.148386463523,0.146151348948,0.144712910056,0.143402844667,0.14143666625,-0.171322867274,-0.123663000762,-0.0757845491171,-0.0279116667807,0.0199573617429,0.0676238760352,0.114448577166,-0.18147803843,-0.128463715315,-0.078480258584,-0.0296499859542,0.0186276473105,0.0664658769965,0.113662309945,-0.181770980358,-0.130233541131,-0.0800227671862,-0.030835673213,0.0177373383194,0.0659496858716,0.113839954138,-0.182063177228,-0.130676731467,-0.0805415958166,-0.0314072743058,0.0172076895833,0.0657555684447,0.11450458318,-0.18144287169,-0.129868596792,-0.0800596103072,-0.0314595215023,0.0167451258749,0.0653603151441,0.115101993084,-0.18144287169,-0.127295181155,-0.0783687233925,-0.0311163216829,0.0158720165491,0.0638385787606,0.115569390357,-0.164047151804,-0.119500547647,-0.0750037804246,-0.0305090565234,0.0140206832439,0.0585526004434,0.103033810854,0.983000040054,0.982630670071,0.981351733208,0.97887635231,nan,0.977000117302,0.977000057697,0.977000057697,0.981931805611,0.986109614372,0.992863833904,0.997479081154,1.0,0.993215620518,0.977000117302,0.982306241989,0.982710301876,0.984203577042,0.991190314293,1.0,1.0,0.977000057697,0.982647657394,0.983080208302,0.984255671501,0.990043580532,1.0,1.0,0.977000057697,0.981265127659,0.982656598091,0.984591960907,0.992139399052,0.999748289585,0.994766891003,0.977000057697,0.983208537102,0.985169231892,0.991000056267,0.993400275707,0.993351459503,0.987817883492,0.981500029564,0.980000019073,0.978265225887,0.977000057697,0.9810795784,0.985029757023,0.983500063419
1624448500739266670,1524,1624448500738769054,camera_rgb_optical_frame,7,-0.150266677141,-0.150914803147,-0.148578807712,-0.146154180169,-0.143948942423,-0.141035586596,-0.131197154522,-0.100349597633,-0.0994588658214,-0.0979964360595,-0.0961552858353,-0.0938832834363,-0.0905864089727,-0.0850869193673,-0.049026761204,-0.0485746264458,-0.0477927774191,-0.0465872548521,-0.0448424778879,-0.0423398502171,-0.0389703884721,0.00228840298951,0.00197990378365,0.00198719860055,0.00244152382948,0.00344047090039,0.00503987725824,0.00714712543413,0.0536006130278,0.0522186383605,0.0513201467693,0.0509256795049,0.0511229597032,0.0519117638469,0.0532646365464,0.104925394058,0.101973891258,0.100149065256,0.0988180935383,0.0982139259577,0.0982195734978,0.0993464738131,0.15166285634,0.150602474809,0.148484125733,0.145983695984,0.144695088267,0.143406137824,0.141249731183,-0.17080001533,-0.123630516231,-0.0761499479413,-0.0286736022681,0.0188072696328,0.0660786256194,0.112587630749,-0.181533306837,-0.12857940793,-0.0787766650319,-0.0301752146333,0.0178842451423,0.0656194835901,0.11312790215,-0.18198056519,-0.13037712872,-0.0802021026611,-0.0311348307878,0.0172854401171,0.0653871521354,0.113331533968,-0.182486370206,-0.130746454,-0.080519773066,-0.0314474478364,0.0170051921159,0.0653121620417,0.113732554018,-0.18144287169,-0.129602566361,-0.079683072865,-0.0311403870583,0.0168706141412,0.0651237517595,0.114133581519,-0.18144287169,-0.12653785944,-0.0774695724249,-0.0303016360849,0.0164939016104,0.0641786381602,0.115550428629,-0.161960959435,-0.117636427283,-0.0733557194471,-0.0290904864669,0.0152279948816,0.0595464669168,0.103829145432,0.980000019073,0.981846928596,0.979202985764,0.978058040142,0.977000057697,0.977000117302,0.977000057697,0.977000057697,0.981981039047,0.985864520073,0.992554485798,0.996999919415,0.996999979019,0.994978487492,0.977000117302,0.981606841087,0.983079314232,0.983912885189,0.991222321987,0.997000038624,0.996188342571,0.977000057697,0.982422232628,0.983059942722,0.984029948711,0.989189088345,0.997000038624,0.995225787163,0.977000057697,0.981018185616,0.982859313488,0.984942138195,0.992201864719,0.996934175491,0.994263231754,0.977000057697,0.983239114285,0.985136210918,0.991000115871,0.993574678898,0.993717610836,nan,0.983000040054,0.980721533298,0.977000057697,0.977316379547,0.981349170208,0.985253810883,0.982200026512
