%time,field.position.x,field.position.y,field.position.z,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w
1624448352947326643,0.0181821156293,-1.38318121433,0.0184668153524,-0.705330047345,0.0292982280297,0.0278370223394,0.707556217801
1624448352997249506,0.0181821156293,-1.38318121433,0.0184668153524,-0.705330047345,0.0292982280297,0.0278370223394,0.707556217801
1624448353047197079,0.017122335732,-1.38310241699,0.0183322429657,-0.705249587541,0.0297005500437,0.0278900372617,0.707614269431
1624448353097206585,0.017122335732,-1.38310241699,0.0183322429657,-0.705249587541,0.0297005500437,0.0278900372617,0.707614269431
1624448353147214418,0.0189686175436,-1.38309812546,0.0180276185274,-0.705153710371,0.0291271975966,0.0287449538863,0.707693153086
1624448353197267853,0.0189686175436,-1.38309812546,0.0180276185274,-0.705153710371,0.0291271975966,0.0287449538863,0.707693153086
1624448353247235952,0.0189686175436,-1.38309812546,0.0180276185274,-0.705153710371,0.0291271975966,0.0287449538863,0.707693153086
1624448353297299444,0.0185797829181,-1.38331520557,0.0191667079926,-0.705536257598,0.0296857575736,0.0287493930102,0.707287640189
1624448353347238817,0.0185797829181,-1.38331520557,0.0191667079926,-0.705536257598,0.0296857575736,0.0287493930102,0.707287640189
1624448353397259612,0.0185797829181,-1.38331520557,0.0191667079926,-0.705536257598,0.0296857575736,0.0287493930102,0.707287640189
1624448353447292518,0.0185797829181,-1.38331520557,0.0191667079926,-0.705536257598,0.0296857575736,0.0287493930102,0.707287640189
1624448353497280206,0.0193783398718,-1.38319337368,0.0182598680258,-0.705225940041,0.0295522000112,0.0292594501767,0.707578094524
1624448353547345508,0.0188187193125,-1.38344192505,0.019460812211,-0.705641730835,0.0300271626381,0.0288397972572,0.707164773788
1624448353597260844,0.0186070818454,-1.38340270519,0.0191693454981,-0.705512322449,0.0304158356502,0.0288512315781,0.707274737093
1624448353647185574,0.0186070818454,-1.38340270519,0.0191693454981,-0.705512322449,0.0304158356502,0.0288512315781,0.707274737093
1624448353697386945,0.0181422606111,-1.38347518444,0.0196163654327,-0.705797694295,0.0291819644287,0.0285898626559,0.707077926172
1624448353747148244,0.0181422606111,-1.38347518444,0.0196163654327,-0.705797694295,0.0291819644287,0.0285898626559,0.707077926172
1624448353797358404,0.0181087385863,-1.38357138634,0.0200633704662,-0.705940692789,0.029423093411,0.0284731075795,0.706927267217
1624448353847512460,0.0179619528353,-1.3836761713,0.0206730514765,-0.706152006701,0.0295329120922,0.0284655128466,0.70671086787
1624448353897271375,0.0179619528353,-1.3836761713,0.0206730514765,-0.706152006701,0.0295329120922,0.0284655128466,0.70671086787
1624448353947259962,0.0176576059312,-1.38376164436,0.0212325751781,-0.706431057406,0.028710958342,0.0283875445728,0.706488532745
1624448353997274478,0.0176576059312,-1.38376164436,0.0212325751781,-0.706431057406,0.028710958342,0.0283875445728,0.706488532745
